Gebietsschlüssel;Gebietsbezeichnung;Wahlberechtigte;Wahlberechtigte ohne Sperrvermerk;Wahlberechtigte mit Sperrvermerk;Wahlberechtigte nach §19;Wähler;Wähler mit Wahlschein;Wahlbeteiligung;Berechnungsmethode Wahlbeteiligung;ungültige Erststimmen;gültige Erststimmen;ungültige Erststimmen in %;gültige Erstsstimmen in %;SPD Erststimmen;CDU Erststimmen;GRÜNE Erststimmen;FDP Erststimmen;Linke Erststimmen;FREIE WÄHLER Erststimmen;PIRATEN Erststimmen;NPD Erststimmen;REP Erststimmen;ödp Erststimmen;ALFA Erststimmen;AfD Erststimmen;III. Weg Erststimmen;DIE EINHEIT Erststimmen;FRIEDENSKÄMPFER Erststimmen;Pestemer Erststimmen;Sonstige Erststimmen;;;;;;;;;SPD Erststimmen in %;CDU Erststimmen in %;GRÜNE Erststimmen in %;FDP Erststimmen in %;Linke Erststimmen in %;FREIE WÄHLER Erststimmen in %;PIRATEN Erststimmen in %;NPD Erststimmen in %;REP Erststimmen in %;ödp Erststimmen in %;ALFA Erststimmen in %;AfD Erststimmen in %;III. Weg Erststimmen in %;DIE EINHEIT Erststimmen in %;FRIEDENSKÄMPFER Erststimmen in %;Pestemer Erststimmen in %;Sonstige Erststimmen in %;;;;;;;;;ungültige Zweitstimmen;gültige Zweitstimmen;ungültige Zweitstimmen in %;gültige Zweitstimmen in %;SPD Zweitstimmen;CDU Zweitstimmen;GRÜNE Zweitstimmen;FDP Zweitstimmen;Linke Zweitstimmen;FREIE WÄHLER Zweitstimmen;PIRATEN Zweitstimmen;NPD Zweitstimmen;REP Zweitstimmen;ödp Zweitstimmen;ALFA Zweitstimmen;AfD Zweitstimmen;III. Weg Zweitstimmen;DIE EINHEIT Zweitstimmen;FRIEDENSKÄMPFER Zweitstimmen;Pestemer Zweitstimmen;Sonstige Zweitstimmen;;;;;;;;;SPD Zweitstimmen in %;CDU Zweitstimmen in %;GRÜNE Zweitstimmen in %;FDP Zweitstimmen in %;Linke Zweitstimmen in %;FREIE WÄHLER Zweitstimmen in %;PIRATEN Zweitstimmen in %;NPD Zweitstimmen in %;REP Zweitstimmen in %;ödp Zweitstimmen in %;ALFA Zweitstimmen in %;AfD Zweitstimmen in %;III. Weg Zweitstimmen in %;DIE EINHEIT Zweitstimmen in %;FRIEDENSKÄMPFER Zweitstimmen in %;Pestemer Zweitstimmen in %;Sonstige Zweitstimmen in %;;;;;;;;;Gewählter Direktkandidat;Partei des Direktkandidaten;Anzahl Stimmbezirke;Anzahl ausgezählter Stimmbezirke;Zeitpunkt der letzten Änderung
2212320809100;Niederstedem;188;148;40;0;148;40;78,7;2;4;144;2,7;97,3;55;46;10;6;3;8;;;;;;16;;;;;;;;;;;;;;38,2;31,9;6,9;4,2;2,1;5,6;;;;;;11,1;;;;;;;;;;;;;;5;143;3,4;96,6;41;51;13;9;1;11;1;0;0;0;1;15;0;0;;;;;;;;;;;;28,7;35,7;9,1;6,3;0,7;7,7;0,7;0;0;0;0,7;10,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:56:50
2212320809200;Niederweiler;70;56;14;0;56;14;80;2;2;54;3,6;96,4;24;18;6;0;0;3;;;;;;3;;;;;;;;;;;;;;44,4;33,3;11,1;0;0;5,6;;;;;;5,6;;;;;;;;;;;;;;1;55;1,8;98,2;14;16;14;3;2;1;0;0;0;0;0;5;0;0;;;;;;;;;;;;25,5;29,1;25,5;5,5;3,6;1,8;0;0;0;0;0;9,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:23:18
2212320809700;Oberstedem;62;49;13;0;56;13;90,3;2;5;51;8,9;91,1;23;14;2;2;0;6;;;;;;4;;;;;;;;;;;;;;45,1;27,5;3,9;3,9;0;11,8;;;;;;7,8;;;;;;;;;;;;;;2;54;3,6;96,4;19;22;1;2;0;5;0;0;0;0;1;4;0;0;;;;;;;;;;;;35,2;40,7;1,9;3,7;0;9,3;0;0;0;0;1,9;7,4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:23:34
2212320809800;Oberweiler;128;102;26;0;110;26;85,9;2;2;108;1,8;98,2;79;16;1;2;0;3;;;;;;7;;;;;;;;;;;;;;73,1;14,8;0,9;1,9;0;2,8;;;;;;6,5;;;;;;;;;;;;;;2;108;1,8;98,2;43;30;1;5;0;6;0;1;0;1;0;21;0;0;;;;;;;;;;;;39,8;27,8;0,9;4,6;0;5,6;0;0,9;0;0,9;0;19,4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:34:41
2212320809900;Oberweis;456;369;87;0;318;84;69,7;2;4;314;1,3;98,7;165;86;13;17;4;3;;;;;;26;;;;;;;;;;;;;;52,5;27,4;4,1;5,4;1,3;1;;;;;;8,3;;;;;;;;;;;;;;5;313;1,6;98,4;120;106;20;17;4;7;2;0;0;0;2;34;1;0;;;;;;;;;;;;38,3;33,9;6,4;5,4;1,3;2,2;0,6;0;0;0;0,6;10,9;0,3;0;;;;;;;;;;;;;;1;1;13.03.2016 19:23:45
2212320810000;Olsdorf;76;59;17;0;60;17;78,9;2;1;59;1,7;98,3;25;11;7;5;0;3;;;;;;8;;;;;;;;;;;;;;42,4;18,6;11,9;8,5;0;5,1;;;;;;13,6;;;;;;;;;;;;;;0;60;0;100;25;17;4;3;0;0;0;0;0;0;0;11;0;0;;;;;;;;;;;;41,7;28,3;6,7;5;0;0;0;0;0;0;0;18,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:35:01
2212320810100;Orsfeld;133;102;31;0;92;29;69,2;2;4;88;4,3;95,7;18;34;8;5;2;8;;;;;;13;;;;;;;;;;;;;;20,5;38,6;9,1;5,7;2,3;9,1;;;;;;14,8;;;;;;;;;;;;;;2;90;2,2;97,8;25;32;5;5;2;4;2;1;0;0;0;14;0;0;;;;;;;;;;;;27,8;35,6;5,6;5,6;2,2;4,4;2,2;1,1;0;0;0;15,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:32:25
2212320810500;Pickließem;236;189;47;0;187;47;79,2;2;4;183;2,1;97,9;54;67;11;7;3;28;;;;;;13;;;;;;;;;;;;;;29,5;36,6;6;3,8;1,6;15,3;;;;;;7,1;;;;;;;;;;;;;;3;184;1,6;98,4;59;71;10;12;2;14;0;1;0;0;0;15;0;0;;;;;;;;;;;;32,1;38,6;5,4;6,5;1,1;7,6;0;0,5;0;0;0;8,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:54:22
2212320810900;Rittersdorf;1150;877;273;0;758;258;65,9;2;17;741;2,2;97,8;311;234;54;48;13;23;;;;;;58;;;;;;;;;;;;;;42;31,6;7,3;6,5;1,8;3,1;;;;;;7,8;;;;;;;;;;;;;;10;748;1,3;98,7;265;275;48;53;6;26;2;1;2;0;3;67;0;0;;;;;;;;;;;;35,4;36,8;6,4;7,1;0,8;3,5;0,3;0,1;0,3;0;0,4;9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:52:18
2212320811100;Röhl;333;271;62;0;266;60;79,9;2;9;257;3,4;96,6;108;86;18;12;6;15;;;;;;12;;;;;;;;;;;;;;42;33,5;7;4,7;2,3;5,8;;;;;;4,7;;;;;;;;;;;;;;1;265;0,4;99,6;102;97;14;18;6;8;0;1;1;1;3;14;0;0;;;;;;;;;;;;38,5;36,6;5,3;6,8;2,3;3;0;0,4;0,4;0,4;1,1;5,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:49:43
2212320811300;Sankt Thomas;201;156;45;0;149;43;74,1;2;6;143;4;96;56;58;8;6;2;9;;;;;;4;;;;;;;;;;;;;;39,2;40,6;5,6;4,2;1,4;6,3;;;;;;2,8;;;;;;;;;;;;;;3;146;2;98;53;68;4;6;2;5;2;0;0;0;1;5;0;0;;;;;;;;;;;;36,3;46,6;2,7;4,1;1,4;3,4;1,4;0;0;0;0,7;3,4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:48:40
2212320811500;Scharfbillig;64;44;20;0;51;18;79,7;2;0;51;0;100;18;15;3;6;1;1;;;;;;7;;;;;;;;;;;;;;35,3;29,4;5,9;11,8;2;2;;;;;;13,7;;;;;;;;;;;;;;0;51;0;100;11;26;0;6;0;0;1;0;0;0;0;7;0;0;;;;;;;;;;;;21,6;51;0;11,8;0;0;2;0;0;0;0;13,7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:26:27
2212320811800;Schleid;271;212;59;0;213;57;78,6;2;8;205;3,8;96,2;81;77;16;11;2;6;;;;;;12;;;;;;;;;;;;;;39,5;37,6;7,8;5,4;1;2,9;;;;;;5,9;;;;;;;;;;;;;;3;210;1,4;98,6;64;94;10;16;3;2;0;0;0;0;0;20;0;1;;;;;;;;;;;;30,5;44,8;4,8;7,6;1,4;1;0;0;0;0;0;9,5;0;0,5;;;;;;;;;;;;;;1;1;13.03.2016 19:08:33
2212320811900;Seffern;256;181;75;0;171;72;66,8;2;2;169;1,2;98,8;75;43;10;9;1;8;;;;;;23;;;;;;;;;;;;;;44,4;25,4;5,9;5,3;0,6;4,7;;;;;;13,6;;;;;;;;;;;;;;0;171;0;100;62;52;4;10;4;11;0;3;1;0;0;24;0;0;;;;;;;;;;;;36,3;30,4;2,3;5,8;2,3;6,4;0;1,8;0,6;0;0;14;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:30:32
2212320812000;Sefferweich;180;165;15;0;131;14;72,8;2;6;125;4,6;95,4;55;34;5;9;6;3;;;;;;13;;;;;;;;;;;;;;44;27,2;4;7,2;4,8;2,4;;;;;;10,4;;;;;;;;;;;;;;2;129;1,5;98,5;38;48;7;10;5;2;1;2;0;1;4;11;0;0;;;;;;;;;;;;29,5;37,2;5,4;7,8;3,9;1,6;0,8;1,6;0;0,8;3,1;8,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:47:07
2212320812400;Stockem;61;48;13;0;49;13;80,3;2;4;45;8,2;91,8;27;14;1;1;1;0;;;;;;1;;;;;;;;;;;;;;60;31,1;2,2;2,2;2,2;0;;;;;;2,2;;;;;;;;;;;;;;5;44;10,2;89,8;20;14;3;2;1;0;0;0;0;0;0;4;0;0;;;;;;;;;;;;45,5;31,8;6,8;4,5;2,3;0;0;0;0;0;0;9,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:42:10
2212320812500;Sülm;318;252;66;0;233;64;73,3;2;8;225;3,4;96,6;85;80;12;13;15;6;;;;;;14;;;;;;;;;;;;;;37,8;35,6;5,3;5,8;6,7;2,7;;;;;;6,2;;;;;;;;;;;;;;5;228;2,1;97,9;64;98;11;15;17;2;1;2;0;2;1;14;0;1;;;;;;;;;;;;28,1;43;4,8;6,6;7,5;0,9;0,4;0,9;0;0,9;0,4;6,1;0;0,4;;;;;;;;;;;;;;1;1;16.03.2016 15:21:41
2212320812600;Trimport;223;167;56;0;178;55;79,8;2;5;173;2,8;97,2;80;40;14;6;6;11;;;;;;16;;;;;;;;;;;;;;46,2;23,1;8,1;3,5;3,5;6,4;;;;;;9,2;;;;;;;;;;;;;;1;177;0,6;99,4;72;55;11;7;6;5;1;0;0;0;0;18;0;2;;;;;;;;;;;;40,7;31,1;6,2;4;3,4;2,8;0,6;0;0;0;0;10,2;0;1,1;;;;;;;;;;;;;;1;1;13.03.2016 18:53:29
2212320812900;Usch;48;43;5;0;35;5;72,9;2;0;35;0;100;10;12;6;2;1;2;;;;;;2;;;;;;;;;;;;;;28,6;34,3;17,1;5,7;2,9;5,7;;;;;;5,7;;;;;;;;;;;;;;0;35;0;100;9;11;6;2;0;2;0;0;0;0;0;5;0;0;;;;;;;;;;;;25,7;31,4;17,1;5,7;0;5,7;0;0;0;0;0;14,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:41:10
2212320813300;Wettlingen;40;35;5;0;38;4;95;2;3;35;7,9;92,1;14;13;2;1;2;0;;;;;;3;;;;;;;;;;;;;;40;37,1;5,7;2,9;5,7;0;;;;;;8,6;;;;;;;;;;;;;;0;38;0;100;15;16;1;0;2;0;0;0;0;0;0;4;0;0;;;;;;;;;;;;39,5;42,1;2,6;0;5,3;0;0;0;0;0;0;10,5;0;0;;;;;;;;;;;;;;1;1;15.03.2016 10:34:35
2212320813400;Wiersdorf;206;167;39;0;156;39;75,7;2;2;154;1,3;98,7;59;48;21;9;1;7;;;;;;9;;;;;;;;;;;;;;38,3;31,2;13,6;5,8;0,6;4,5;;;;;;5,8;;;;;;;;;;;;;;1;155;0,6;99,4;44;60;23;11;1;3;0;0;0;0;0;13;0;0;;;;;;;;;;;;28,4;38,7;14,8;7,1;0,6;1,9;0;0;0;0;0;8,4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:02:50
2212320813500;Wilsecker;137;116;21;0;111;21;81;2;4;107;3,6;96,4;36;32;9;7;1;8;;;;;;14;;;;;;;;;;;;;;33,6;29,9;8,4;6,5;0,9;7,5;;;;;;13,1;;;;;;;;;;;;;;3;108;2,7;97,3;40;32;4;5;2;4;1;3;0;2;0;15;0;0;;;;;;;;;;;;37;29,6;3,7;4,6;1,9;3,7;0,9;2,8;0;1,9;0;13,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:34:28
2212320813700;Wolsfeld;693;558;135;0;504;128;72,7;2;10;494;2;98;189;189;31;23;11;21;;;;;;30;;;;;;;;;;;;;;38,3;38,3;6,3;4,7;2,2;4,3;;;;;;6,1;;;;;;;;;;;;;;7;497;1,4;98,6;199;183;18;25;12;12;2;2;0;0;3;39;1;1;;;;;;;;;;;;40;36,8;3,6;5;2,4;2,4;0,4;0,4;0;0;0,6;7,8;0,2;0,2;;;;;;;;;;;;;;1;1;13.03.2016 19:11:03
2212320820300;Balesfeld;144;128;16;0;81;12;56,3;2;2;79;2,5;97,5;32;21;8;2;2;3;;;;;;11;;;;;;;;;;;;;;40,5;26,6;10,1;2,5;2,5;3,8;;;;;;13,9;;;;;;;;;;;;;;1;80;1,2;98,8;37;22;5;1;1;2;0;0;1;0;0;11;0;0;;;;;;;;;;;;46,3;27,5;6,3;1,3;1,3;2,5;0;0;1,3;0;0;13,8;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:44:14
2212320821000;Burbach;524;457;67;0;352;64;67,2;2;5;347;1,4;98,6;151;113;17;12;7;18;;;;;;29;;;;;;;;;;;;;;43,5;32,6;4,9;3,5;2;5,2;;;;;;8,4;;;;;;;;;;;;;;2;350;0,6;99,4;142;111;12;24;5;14;1;1;0;3;1;34;0;2;;;;;;;;;;;;40,6;31,7;3,4;6,9;1,4;4;0,3;0,3;0;0,9;0,3;9,7;0;0,6;;;;;;;;;;;;;;1;1;13.03.2016 18:51:15
2212320822800;Gransdorf;253;187;66;0;200;62;79,1;2;2;198;1;99;69;73;4;16;17;13;;;;;;6;;;;;;;;;;;;;;34,8;36,9;2;8,1;8,6;6,6;;;;;;3;;;;;;;;;;;;;;2;198;1;99;80;67;3;20;10;9;1;0;0;0;0;8;0;0;;;;;;;;;;;;40,4;33,8;1,5;10,1;5,1;4,5;0,5;0;0;0;0;4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:38:35
2212320827300;Neuheilenbach;180;154;26;0;112;25;62,2;2;4;108;3,6;96,4;30;39;11;7;2;10;;;;;;9;;;;;;;;;;;;;;27,8;36,1;10,2;6,5;1,9;9,3;;;;;;8,3;;;;;;;;;;;;;;4;108;3,6;96,4;39;36;8;4;2;7;0;0;0;0;0;12;0;0;;;;;;;;;;;;36,1;33,3;7,4;3,7;1,9;6,5;0;0;0;0;0;11,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 20:49:21
2212320828200;Oberkail;475;392;83;0;361;81;76;2;8;353;2,2;97,8;153;96;19;14;22;27;;;;;;22;;;;;;;;;;;;;;43,3;27,2;5,4;4;6,2;7,6;;;;;;6,2;;;;;;;;;;;;;;5;356;1,4;98,6;152;97;12;23;18;16;4;1;0;3;3;27;0;0;;;;;;;;;;;;42,7;27,2;3,4;6,5;5,1;4,5;1,1;0,3;0;0,8;0,8;7,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:13:53
2212320830600;Seinsfeld;131;121;10;0;92;10;70,2;2;1;91;1,1;98,9;25;46;6;6;0;4;;;;;;4;;;;;;;;;;;;;;27,5;50,5;6,6;6,6;0;4,4;;;;;;4,4;;;;;;;;;;;;;;4;88;4,3;95,7;27;36;0;14;0;1;1;0;0;0;0;9;0;0;;;;;;;;;;;;30,7;40,9;0;15,9;0;1,1;1,1;0;0;0;0;10,2;0;0;;;;;;;;;;;;;;1;1;13.03.2016 20:50:13
2212320831300;Steinborn;165;139;26;0;119;21;72,1;2;0;119;0;100;49;42;6;5;4;6;;;;;;7;;;;;;;;;;;;;;41,2;35,3;5;4,2;3,4;5;;;;;;5,9;;;;;;;;;;;;;;0;119;0;100;49;44;4;6;2;4;0;0;0;1;0;9;0;0;;;;;;;;;;;;41,2;37;3,4;5;1,7;3,4;0;0;0;0,8;0;7,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:26:36
2212320833100;Zendscheid;104;91;13;0;70;13;67,3;2;3;67;4,3;95,7;26;24;4;4;1;3;;;;;;5;;;;;;;;;;;;;;38,8;35,8;6;6;1,5;4,5;;;;;;7,5;;;;;;;;;;;;;;2;68;2,9;97,1;31;21;2;4;0;3;0;0;0;1;1;5;0;0;;;;;;;;;;;;45,6;30,9;2,9;5,9;0;4,4;0;0;0;1,5;1,5;7,4;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:57:25
2212320850100;Wißmannsdorf;608;536;72;0;417;66;68,6;2;7;410;1,7;98,3;160;138;31;23;13;11;;;;;;34;;;;;;;;;;;;;;39;33,7;7,6;5,6;3,2;2,7;;;;;;8,3;;;;;;;;;;;;;;3;414;0,7;99,3;157;145;32;18;12;7;0;0;0;2;2;39;0;0;;;;;;;;;;;;37,9;35;7,7;4,3;2,9;1,7;0;0;0;0,5;0,5;9,4;0;0;;;;;;;;;;;;;;3;3;13.03.2016 18:58:10
2220000000000;Wittlich, Wahlkreis;50457;40004;10450;3;35263;9950;69,9;2;653;34610;1,9;98,1;10406;13153;1803;2822;936;1566;;;;336;;3588;;;;;;;;;;;;;;30,1;38;5,2;8,2;2,7;4,5;;;;1;;10,4;;;;;;;;;;;;;;490;34773;1,4;98,6;11338;13388;1509;2456;895;748;179;149;46;223;137;3646;17;42;;;;;;;;;;;;32,6;38,5;4,3;7,1;2,6;2,2;0,5;0,4;0,1;0,6;0,4;10,5;0;0,1;;;;;;;;;;;;Meurer, Elfriede;CDU;93;93;16.03.2016 08:41:56
2222310000000;Bernkastel-Wittlich, Teilkreis;50457;40004;10450;3;35263;9950;69,9;2;653;34610;1,9;98,1;10406;13153;1803;2822;936;1566;;;;336;;3588;;;;;;;;;;;;;;30,1;38;5,2;8,2;2,7;4,5;;;;1;;10,4;;;;;;;;;;;;;;490;34773;1,4;98,6;11338;13388;1509;2456;895;748;179;149;46;223;137;3646;17;42;;;;;;;;;;;;32,6;38,5;4,3;7,1;2,6;2,2;0,5;0,4;0,1;0,6;0,4;10,5;0;0,1;;;;;;;;;;;;;;93;93;14.03.2016 14:57:13
2222310013400;Wittlich, Verbandsfreie Gemeinde;13413;10522;2889;2;8500;2730;63,4;2;136;8364;1,6;98,4;2634;2844;543;697;337;280;;;;69;;960;;;;;;;;;;;;;;31,5;34;6,5;8,3;4;3,3;;;;0,8;;11,5;;;;;;;;;;;;;;111;8389;1,3;98,7;2820;2889;465;640;310;137;44;29;7;49;28;942;7;22;;;;;;;;;;;;33,6;34,4;5,5;7,6;3,7;1,6;0,5;0,3;0,1;0,6;0,3;11,2;0,1;0,3;;;;;;;;;;;;;;12;12;14.03.2016 12:01:10
2222310800000;Wittlich-Land, VG;23303;18632;4670;1;17081;4447;73,3;2;318;16763;1,9;98,1;4551;6854;845;1325;373;1008;;;;138;;1669;;;;;;;;;;;;;;27,1;40,9;5;7,9;2,2;6;;;;0,8;;10;;;;;;;;;;;;;;204;16877;1,2;98,8;5208;7083;664;1008;355;440;80;62;34;113;67;1747;4;12;;;;;;;;;;;;30,9;42;3,9;6;2,1;2,6;0,5;0,4;0,2;0,7;0,4;10,4;0;0,1;;;;;;;;;;;;;;50;50;14.03.2016 14:57:13
2222310800100;Altrich;1304;980;324;0;963;312;73,8;2;18;945;1,9;98,1;269;364;41;60;27;42;;;;14;;128;;;;;;;;;;;;;;28,5;38,5;4,3;6,3;2,9;4,4;;;;1,5;;13,5;;;;;;;;;;;;;;11;952;1,1;98,9;295;358;40;70;26;23;3;1;1;9;6;119;1;0;;;;;;;;;;;;31;37,6;4,2;7,4;2,7;2,4;0,3;0,1;0,1;0,9;0,6;12,5;0,1;0;;;;;;;;;;;;;;2;2;13.03.2016 19:50:48
2222310800300;Arenrath;284;233;51;0;218;48;76,8;2;5;213;2,3;97,7;38;73;6;63;8;8;;;;3;;14;;;;;;;;;;;;;;17,8;34,3;2,8;29,6;3,8;3,8;;;;1,4;;6,6;;;;;;;;;;;;;;8;210;3,7;96,3;53;104;1;19;5;4;4;2;0;2;0;16;0;0;;;;;;;;;;;;25,2;49,5;0,5;9;2,4;1,9;1,9;1;0;1;0;7,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:05:24
2222310800700;Bergweiler;696;553;143;0;521;138;74,9;2;16;505;3,1;96,9;125;190;23;61;13;33;;;;7;;53;;;;;;;;;;;;;;24,8;37,6;4,6;12,1;2,6;6,5;;;;1,4;;10,5;;;;;;;;;;;;;;12;509;2,3;97,7;143;211;17;36;13;20;2;2;4;2;2;55;0;2;;;;;;;;;;;;28,1;41,5;3,3;7,1;2,6;3,9;0,4;0,4;0,8;0,4;0,4;10,8;0;0,4;;;;;;;;;;;;;;1;1;13.03.2016 19:29:52
2222310800900;Bettenfeld;548;435;113;0;387;111;70,6;2;7;380;1,8;98,2;112;139;11;35;4;21;;;;6;;52;;;;;;;;;;;;;;29,5;36,6;2,9;9,2;1,1;5,5;;;;1,6;;13,7;;;;;;;;;;;;;;6;381;1,6;98,4;121;140;8;32;6;8;1;2;1;7;5;50;0;0;;;;;;;;;;;;31,8;36,7;2,1;8,4;1,6;2,1;0,3;0,5;0,3;1,8;1,3;13,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:33:03
2222310801000;Binsfeld;836;665;171;0;493;154;59;2;13;480;2,6;97,4;91;226;17;59;5;26;;;;0;;56;;;;;;;;;;;;;;19;47,1;3,5;12,3;1;5,4;;;;0;;11,7;;;;;;;;;;;;;;4;489;0,8;99,2;110;239;17;29;9;13;6;4;0;1;0;61;0;0;;;;;;;;;;;;22,5;48,9;3,5;5,9;1,8;2,7;1,2;0,8;0;0,2;0;12,5;0;0;;;;;;;;;;;;;;1;1;14.03.2016 14:54:51
2222310801300;Bruch;384;330;54;0;264;50;68,8;2;3;261;1,1;98,9;80;80;17;34;2;18;;;;5;;25;;;;;;;;;;;;;;30,7;30,7;6,5;13;0,8;6,9;;;;1,9;;9,6;;;;;;;;;;;;;;2;262;0,8;99,2;97;92;18;18;1;6;1;0;0;0;1;27;0;1;;;;;;;;;;;;37;35,1;6,9;6,9;0,4;2,3;0,4;0;0;0;0,4;10,3;0;0,4;;;;;;;;;;;;;;1;1;13.03.2016 18:59:14
2222310802200;Dierscheid;124;103;21;0;101;20;81,5;2;3;98;3;97;37;31;10;6;0;6;;;;0;;8;;;;;;;;;;;;;;37,8;31,6;10,2;6,1;0;6,1;;;;0;;8,2;;;;;;;;;;;;;;2;99;2;98;41;33;8;4;0;1;0;0;0;0;0;12;0;0;;;;;;;;;;;;41,4;33,3;8,1;4;0;1;0;0;0;0;0;12,1;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:48:00
2222310802300;Dodenburg;79;73;6;0;61;6;77,2;2;1;60;1,6;98,4;12;28;5;6;3;2;;;;0;;4;;;;;;;;;;;;;;20;46,7;8,3;10;5;3,3;;;;0;;6,7;;;;;;;;;;;;;;1;60;1,6;98,4;11;33;4;4;2;0;2;0;0;0;0;4;0;0;;;;;;;;;;;;18,3;55;6,7;6,7;3,3;0;3,3;0;0;0;0;6,7;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:37:35
2222310802400;Dreis;1067;852;215;0;817;204;76,6;2;20;797;2,4;97,6;244;343;37;53;18;32;;;;5;;65;;;;;;;;;;;;;;30,6;43;4,6;6,6;2,3;4;;;;0,6;;8,2;;;;;;;;;;;;;;13;804;1,6;98,4;274;344;25;31;17;15;0;2;1;9;3;83;0;0;;;;;;;;;;;;34,1;42,8;3,1;3,9;2,1;1,9;0;0,2;0,1;1,1;0,4;10,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:48:50
2222310802500;Eckfeld;295;249;46;0;230;43;78;2;1;229;0,4;99,6;63;125;7;15;3;5;;;;3;;8;;;;;;;;;;;;;;27,5;54,6;3,1;6,6;1,3;2,2;;;;1,3;;3,5;;;;;;;;;;;;;;0;230;0;100;64;125;9;16;1;4;1;1;0;0;0;9;0;0;;;;;;;;;;;;27,8;54,3;3,9;7;0,4;1,7;0,4;0,4;0;0;0;3,9;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:04:34
2222310802600;Eisenschmitt;251;190;61;0;186;61;74,1;2;5;181;2,7;97,3;45;85;11;18;8;5;;;;0;;9;;;;;;;;;;;;;;24,9;47;6,1;9,9;4,4;2,8;;;;0;;5;;;;;;;;;;;;;;3;183;1,6;98,4;48;84;10;15;7;2;3;0;0;2;0;12;0;0;;;;;;;;;;;;26,2;45,9;5,5;8,2;3,8;1,1;1,6;0;0;1,1;0;6,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:43:17
2222310803100;Esch;349;286;63;0;267;63;76,5;2;3;264;1,1;98,9;69;117;10;13;4;21;;;;3;;27;;;;;;;;;;;;;;26,1;44,3;3,8;4,9;1,5;8;;;;1,1;;10,2;;;;;;;;;;;;;;1;266;0,4;99,6;78;115;10;15;3;9;1;1;1;3;0;30;0;0;;;;;;;;;;;;29,3;43,2;3,8;5,6;1,1;3,4;0,4;0,4;0,4;1,1;0;11,3;0;0;;;;;;;;;;;;;;1;1;13.03.2016 19:01:06
2222310803600;Gipperath;206;181;25;0;154;25;74,8;2;3;151;1,9;98,1;65;59;13;5;3;3;;;;1;;2;;;;;;;;;;;;;;43;39,1;8,6;3,3;2;2;;;;0,7;;1,3;;;;;;;;;;;;;;1;153;0,6;99,4;72;61;2;3;7;2;0;2;0;0;0;4;0;0;;;;;;;;;;;;47,1;39,9;1,3;2;4,6;1,3;0;1,3;0;0;0;2,6;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:27:41
2222310803700;Gladbach;271;235;36;0;200;32;73,8;2;3;197;1,5;98,5;74;71;4;13;1;11;;;;1;;22;;;;;;;;;;;;;;37,6;36;2;6,6;0,5;5,6;;;;0,5;;11,2;;;;;;;;;;;;;;4;196;2;98;78;64;5;15;0;5;0;0;2;1;1;24;0;1;;;;;;;;;;;;39,8;32,7;2,6;7,7;0;2,6;0;0;1;0,5;0,5;12,2;0;0,5;;;;;;;;;;;;;;1;1;13.03.2016 18:40:02
2222310804400;Greimerath;199;155;44;0;176;44;88,4;2;4;172;2,3;97,7;59;59;15;11;4;8;;;;2;;14;;;;;;;;;;;;;;34,3;34,3;8,7;6,4;2,3;4,7;;;;1,2;;8,1;;;;;;;;;;;;;;2;174;1,1;98,9;62;59;9;11;7;6;2;0;1;2;2;13;0;0;;;;;;;;;;;;35,6;33,9;5,2;6,3;4;3,4;1,1;0;0,6;1,1;1,1;7,5;0;0;;;;;;;;;;;;;;1;1;13.03.2016 18:37:04
